,,,,,,,,,,,,"Survey","Participant","Question 1","{{Q://Q2/ChoiceTextEntryValue}}.1","{{Q://Q2/ChoiceTextEntryValue}}.2","Question 3","Question 4","Question 5","Question 6","Question 7","Question 8","Question 9","Question 10","Question 11","Question 12","{{Q://Q13/ChoiceTextEntryValue}}","Question 14","Question 15","Question 16","{{Q://Q17/ChoiceTextEntryValue}}.1","{{Q://Q17/ChoiceTextEntryValue}}.2","{{Q://Q17/ChoiceTextEntryValue}}.3","{{Q://Q17/ChoiceTextEntryValue}}.4","{{Q://Q17/ChoiceTextEntryValue}}.5","{{Q://Q17/ChoiceTextEntryValue}}.6","Question 18","Question 19","Question 20","Question 21","Question 22","Question 23","Question 24","Question 25"
"03/11/2025 08:27PM","03/11/2025 08:28PM","03/11/2025 05:00PM - 03/11/2025 11:00PM",66.2,"8","1","Finished","67c6e89946dea88167ea3ede","0.0","0.0","no","-","10.0.0.17","Participant 35","1","No","Yes","5","2","1","1","2","1","4","4","1","7","אין","1","1","1","No","No","No","No","Yes","","1","1","1","5","1","2","1","1"
"03/06/2025 06:39PM","03/06/2025 06:45PM","03/06/2025 05:00PM - 03/06/2025 11:00PM",405.439,"2","1","Finished","67c85da046dea88167fb04fe",,,"no","-","192.168.68.102","Participant 36","3","No","Yes","6","1","1","2","2","2","2","2","1","6","לא היינו מספיק זמן יחד היום, אני לא יודעת לענות על זה :-(","2","3","1","No","No","No","No","Yes","","3","4","2","5","2","3","1","1"
"03/07/2025 07:56PM","03/07/2025 08:01PM","03/07/2025 05:00PM - 03/07/2025 11:00PM",293.27,"3","1","Finished","67c85da046dea88167fb04fe",,,"no","-","192.168.68.104","Participant 36","3","Yes","No","4","5","5","7","6","6","6","7","6","4","השתתף בתחרות, הגיע להישג נמוך משציפה וקיווה לו","6","5","2","Yes","No","No","No","No","","6","5","5","6","4","4","1","5"
"03/08/2025 07:55PM","03/08/2025 08:00PM","03/08/2025 05:00PM - 03/08/2025 11:00PM",318.223,"4","1","Finished","67c85da046dea88167fb04fe",,,"no","-","192.168.68.104","Participant 36","3","No","Yes","5","3","4","4","4","5","4","3","4","6","מטלות בית","3","4","2","No","No","No","No","Yes","","5","5","2","5","2","3","1","1"
"03/09/2025 09:22PM","03/09/2025 09:28PM","03/09/2025 05:00PM - 03/09/2025 11:00PM",319.357,"5","1","Finished","67c85da046dea88167fb04fe",,,"no","-","10.100.102.22","Participant 36","2","No","Yes","4","5","5","2","4","2","2","2","6","3","הרגיש שבסיטואציה מסויימת עם אחותו, לוקחים את.הצד שלה","4","4","3","No","No","No","No","Yes","","7","7","2","6","2","5","2","3"
"03/10/2025 09:37PM","03/10/2025 09:41PM","03/10/2025 05:00PM - 03/10/2025 11:00PM",216.403,"6","1","Finished","67c85da046dea88167fb04fe",,,"no","-","10.100.102.22","Participant 36","3","No","Yes","6","2","2","2","4","5","5","5","3","5","פספס אוטובוס","3","4","1","Yes","No","No","No","No","","5","4","3","6","1","4","1","2"
"03/11/2025 10:26PM","03/11/2025 10:30PM","03/11/2025 05:00PM - 03/11/2025 11:00PM",203.721,"7","1","Finished","67c85da046dea88167fb04fe",,,"no","-","192.168.68.107","Participant 36","2","No","Yes","6","3","2","5","6","6","3","3","5","5","היה צריך לצאת עם הכלבה ולא היה לו זמן.","2","2","2","No","No","No","No","No","תלונות קולניות","4","3","3","6","2","5","1","1"
"03/12/2025 10:22PM","03/12/2025 10:26PM","03/12/2025 05:00PM - 03/12/2025 11:00PM",260.618,"8","1","Finished","67c85da046dea88167fb04fe",,,"no","-","192.168.68.106","Participant 36","3","No","Yes","6","2","1","6","5","5","3","3","1","6","לא היה","1","1","1","No","No","No","No","Yes","","5","2","1","1","1","4","1","1"
"03/07/2025 08:23PM","03/07/2025 08:26PM","03/07/2025 05:00PM - 03/07/2025 11:00PM",228.381,"2","1","Finished","67c98a8546dea88167052dd1","0.0","0.0","no","-","2a06:c701:9cf6:2700:9f0:ba10:a4b9:c374","Participant 37","2","No","Yes","7","1","1","1","3","4","4","1","1","5","כלום","1","1","1","No","No","No","No","Yes","","2","5","1","6","2","1","1","1"
"03/08/2025 07:50PM","03/08/2025 07:55PM","03/08/2025 05:00PM - 03/08/2025 11:00PM",341.866,"3","1","Finished","67c98a8546dea88167052dd1","0.0","0.0","no","-","10.0.0.13","Participant 37","1","No","Yes","6","1","1","1","1","5","1","1","1","5","עצבני בגלל רעב","3","3","3","No","No","No","No","Yes","","1","2","3","5","2","2","2","1"
"03/09/2025 06:02PM","03/09/2025 06:05PM","03/09/2025 05:00PM - 03/09/2025 11:00PM",179.932,"4","1","Finished","67c98a8546dea88167052dd1","0.0","0.0","no","-","2a06:c701:9cf6:2700:7c6a:805b:5351:1512","Participant 37","2","No","Yes","5","2","1","5","4","2","4","1","1","6","כאב בטן","4","1","1","No","No","No","No","Yes","","1","1","5","2","1","1","4","4"
"03/11/2025 09:38PM","03/11/2025 09:40PM","03/11/2025 05:00PM - 03/11/2025 11:00PM",168.455,"6","1","Finished","67c98a8546dea88167052dd1","0.0","0.0","no","-","2a06:c701:9cf6:2700:4f0:bc5:67a:5d39","Participant 37","2","Yes","No","4","5","5","5","5","4","4","4","5","3","ניקיתי את הנעליים שלו בצורה שהרגיזה אותו","5","5","3","Yes","No","Yes","No","No","","1","2","4","5","2","2","2","4"
"03/12/2025 08:17PM","03/12/2025 08:20PM","03/12/2025 05:00PM - 03/12/2025 11:00PM",167.006,"7","1","Finished","67c98a8546dea88167052dd1","0.0","0.0","no","-","2a06:c701:9cf6:2700:a5f9:481d:6111:594b","Participant 37","1","Yes","No","3","5","3","1","5","1","4","1","4","3","אחותו דיברה בג׳יבריש וזה עיצבן אותו","4","4","2","Yes","No","No","No","No","","2","4","2","5","5","1","5","4"
"03/13/2025 07:54PM","03/13/2025 07:56PM","03/13/2025 05:00PM - 03/13/2025 11:00PM",132.705,"8","1","Finished","67c98a8546dea88167052dd1","0.0","0.0","no","-","10.0.0.13","Participant 37","1","No","Yes","4","1","1","1","5","2","4","5","2","5","כלום","2","1","2","No","No","No","No","Yes","","1","1","1","6","1","1","1","1"
"03/12/2025 07:13PM","03/12/2025 07:16PM","03/12/2025 05:00PM - 03/12/2025 11:00PM",160.833,"2","1","Finished","67d0609346dea881674ad2a7",,,"no","-","192.168.0.25","Participant 38","3","No","Yes","7","1","1","4","1","1","1","2","1","6","לא היה","1","1","1","No","No","No","No","Yes","","1","1","1","7","2","1","1","1"
"03/13/2025 10:14PM","03/13/2025 10:16PM","03/13/2025 05:00PM - 03/13/2025 11:00PM",125.586,"3","1","Finished","67d0609346dea881674ad2a7",,,"no","-","192.168.0.25","Participant 38","4","No","Yes","7","5","5","1","1","1","1","3","4","6","אין","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"03/14/2025 10:24PM","03/14/2025 10:27PM","03/14/2025 05:00PM - 03/14/2025 11:00PM",171.819,"4","1","Finished","67d0609346dea881674ad2a7",,,"no","-","192.168.0.25","Participant 38","1","No","Yes","6","1","3","7","1","1","5","1","2","6","לא נתתי לו את האוטו","5","6","1","No","No","No","No","Yes","","1","1","1","7","1","1","2","1"
"03/15/2025 10:39PM","03/15/2025 10:48PM","03/15/2025 05:00PM - 03/15/2025 11:00PM",592.291,"5","1","Finished","67d0609346dea881674ad2a7",,,"no","-","192.168.0.25","Participant 38","1","No","Yes","7","1","1","1","1","1","1","3","1","7","אין","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"03/16/2025 10:19PM","03/16/2025 10:21PM","03/16/2025 05:00PM - 03/16/2025 11:00PM",102.437,"6","1","Finished","67d0609346dea881674ad2a7",,,"no","-","192.168.0.28","Participant 38","1","No","Yes","7","1","1","1","5","1","1","3","1","7","אין","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","2","1"
"03/18/2025 09:46PM","03/18/2025 09:48PM","03/18/2025 05:00PM - 03/18/2025 11:00PM",118.767,"8","1","Finished","67d0609346dea881674ad2a7",,,"no","-","192.168.0.26","Participant 38","1","No","Yes","7","1","1","1","3","1","1","1","1","7","אין","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"03/14/2025 05:12PM","03/14/2025 05:17PM","03/14/2025 05:00PM - 03/14/2025 11:00PM",270.084,"2","1","Finished","67d1a711c1ae9946c56663fa","0.0","0.0","no","-","2a00:a041:3b64:1d00::100c","Participant 39","3","No","Yes","3","4","5","4","5","7","5","6","4","4","הרעש ברכב, זה שהאחות הקטנה בעטה בכסא, שלא נתתי לה לשמוע את השירים שהיא אוהבת ברכב","3","4","5","Yes","No","No","No","No","הציקה לאח הצעיר שלה","3","2","3","5","4","2","2","2"
"03/15/2025 05:02PM","03/15/2025 05:07PM","03/15/2025 05:00PM - 03/15/2025 11:00PM",306.313,"3","1","Finished","67d1a711c1ae9946c56663fa","0.0","0.0","no","-","192.168.1.131","Participant 39","5","No","Yes","4","3","4","5","2","3","3","3","2","3","היא ניסתה לעשות שיעורי בית מהר והפלאפון כל הזמן שינה את המילים שהיא כתבה לשיעורי בית","2","3","2","Yes","No","No","No","No","","4","2","2","4","3","2","1","1"
"03/16/2025 07:53PM","03/16/2025 07:55PM","03/16/2025 05:00PM - 03/16/2025 11:00PM",161.301,"4","1","Finished","67d1a711c1ae9946c56663fa","0.0","0.0","no","-","192.168.1.102","Participant 39","7","No","Yes","7","1","1","2","4","1","3","1","1","4","שלקח לאפליקציה בפלאפון זמן להפתח ","2","1","2","No","No","No","No","Yes","","1","1","1","7","1","1","1","2"
"03/17/2025 08:08PM","03/17/2025 08:11PM","03/17/2025 05:00PM - 03/17/2025 11:00PM",170.417,"5","1","Finished","67d1a711c1ae9946c56663fa","0.0","0.0","no","-","192.168.1.131","Participant 39","7","No","Yes","6","1","1","2","4","2","5","7","1","5","כשביקשתי שתפנה את המדיח","2","1","2","No","No","No","No","Yes","","1","1","1","6","1","1","1","1"
"03/18/2025 05:00PM","03/18/2025 05:03PM","03/18/2025 05:00PM - 03/18/2025 11:00PM",145.877,"6","1","Finished","67d1a711c1ae9946c56663fa","0.0","0.0","no","-","10.6.12.152","Participant 39","7","No","Yes","5","1","1","1","4","1","1","1","2","4","היא לא הספיקה לצאת בבוקר מתי שרצתה","3","3","1","Yes","No","No","No","No","","4","1","1","6","1","1","1","1"
"03/19/2025 05:24PM","03/19/2025 05:27PM","03/19/2025 05:00PM - 03/19/2025 11:00PM",164.692,"7","1","Finished","67d1a711c1ae9946c56663fa","0.0","0.0","no","-","192.168.1.102","Participant 39","7","No","Yes","7","1","1","2","3","2","3","3","1","5","היא רבה עם האמא השנייה","2","3","2","Yes","No","No","No","No","","1","1","1","6","1","1","1","1"
"03/20/2025 05:14PM","03/20/2025 05:19PM","03/20/2025 05:00PM - 03/20/2025 11:00PM",267.843,"8","1","Finished","67d1a711c1ae9946c56663fa","0.0","0.0","no","-","192.168.1.131","Participant 39","6","No","Yes","7","1","1","2","3","2","4","3","1","6","המשחק של הניסוי מעצבן אותה 😜","2","2","2","Yes","No","No","No","No","","2","2","1","5","3","1","1","1"
"03/18/2025 06:04PM","03/18/2025 06:08PM","03/18/2025 05:00PM - 03/18/2025 11:00PM",223.172,"2","1","Finished","67d84843c1ae9946c5b9059a",,,"no","-","10.100.102.196","Participant 40","6","No","Yes","5","1","2","2","3","1","6","1","1","6","כמעט איחרה לקורס וזרזנו אותה","5","5","5","Yes","No","No","No","No","","5","5","1","6","5","3","2","1"
"03/19/2025 07:00PM","03/19/2025 07:02PM","03/19/2025 05:00PM - 03/19/2025 11:00PM",136.305,"3","1","Finished","67d84843c1ae9946c5b9059a",,,"no","-","10.100.102.196","Participant 40","5","No","Yes","6","2","1","2","6","5","6","3","1","5","האינטרנט לא עבד","5","5","2","Yes","No","No","No","No","","5","6","2","7","2","5","1","1"
"03/20/2025 06:23PM","03/20/2025 06:25PM","03/20/2025 05:00PM - 03/20/2025 11:00PM",94.409,"4","1","Finished","67d84843c1ae9946c5b9059a",,,"no","-","10.100.102.196","Participant 40","6","No","Yes","6","1","1","6","7","6","7","6","1","6","לא היה משהו","1","1","1","No","No","No","No","Yes","","5","2","1","7","2","1","2","1"
"03/21/2025 06:26PM","03/21/2025 06:28PM","03/21/2025 05:00PM - 03/21/2025 11:00PM",130.637,"5","1","Finished","67d84843c1ae9946c5b9059a",,,"no","-","10.100.102.196","Participant 40","5","No","Yes","6","3","1","2","5","5","6","3","2","4","לא מצאה את הפלאפון","5","4","1","No","No","No","No","Yes","","3","1","2","6","1","2","3","3"
"03/22/2025 05:57PM","03/22/2025 05:58PM","03/22/2025 05:00PM - 03/22/2025 11:00PM",93.997,"6","1","Finished","67d84843c1ae9946c5b9059a",,,"no","-","10.100.102.196","Participant 40","5","No","Yes","6","2","2","5","6","6","6","3","2","6","לא היה","2","3","1","No","No","No","No","Yes","","5","2","2","6","1","3","1","1"
"03/23/2025 06:06PM","03/23/2025 06:09PM","03/23/2025 05:00PM - 03/23/2025 11:00PM",193.209,"7","1","Finished","67d84843c1ae9946c5b9059a",,,"no","-","10.100.102.196","Participant 40","4","No","Yes","6","2","1","3","5","3","5","5","1","5","ילדים מהכתה עצבנו אותה","5","5","1","No","No","No","No","Yes","","3","2","1","6","1","1","2","1"
"03/24/2025 07:26PM","03/24/2025 07:29PM","03/24/2025 05:00PM - 03/24/2025 11:00PM",229.752,"8","1","Finished","67d84843c1ae9946c5b9059a",,,"no","-","10.100.102.196","Participant 40","2","No","Yes","5","2","1","1","5","2","6","6","2","3","מתכוננת למבחן בחשבון ","6","5","5","Yes","No","No","No","No","","6","6","1","3","5","5","1","1"
"03/23/2025 08:25PM","03/23/2025 08:28PM","03/23/2025 05:00PM - 03/23/2025 11:00PM",175.813,"2","1","Finished","67cd6f0746dea881672a2924",,,"no","-","10.100.102.249","Participant 42","6","No","Yes","3","3","5","6","3","1","6","5","5","5","לומדת למבחן בתנך 
וההתקדמות שלה איטית מאוד
זה מתסכל אותה במיוחד ","7","7","6","No","No","No","No","No","היתה מתוסכלת","1","1","2","3","7","6","6","7"
"03/24/2025 07:47PM","03/24/2025 07:49PM","03/24/2025 05:00PM - 03/24/2025 11:00PM",162.761,"3","1","Finished","67cd6f0746dea881672a2924",,,"no","-","100.96.70.212","Participant 42","6","No","Yes","6","1","1","1","6","1","2","2","1","6","אין","2","1","1","No","No","No","No","Yes","","1","1","2","7","5","2","5","5"
"03/25/2025 05:07PM","03/25/2025 05:09PM","03/25/2025 05:00PM - 03/25/2025 11:00PM",134.117,"4","1","Finished","67cd6f0746dea881672a2924",,,"no","-","10.100.102.249","Participant 42","6","No","Yes","7","2","1","7","6","5","7","7","1","7","היתה בסיור במועדון חשפנות מטעם התיכון 
ובנוסף היה עניין מול אחת החברות ","6","2","5","No","No","No","No","Yes","","1","1","3","7","5","3","5","5"
"03/26/2025 08:00PM","03/26/2025 08:02PM","03/26/2025 05:00PM - 03/26/2025 11:00PM",96.509,"5","1","Finished","67cd6f0746dea881672a2924",,,"no","-","10.100.102.249","Participant 42","6","No","Yes","6","3","1","1","6","2","6","5","1","7","לא עצבן אותה כלום","2","1","1","No","No","No","No","Yes","","2","1","2","7","1","5","1","2"
"03/27/2025 06:47PM","03/27/2025 06:50PM","03/27/2025 05:00PM - 03/27/2025 11:00PM",158.689,"6","1","Finished","67cd6f0746dea881672a2924",,,"no","-","10.100.102.249","Participant 42","1","No","Yes","7","1","1","2","5","1","7","4","1","7","אין","1","1","1","No","No","No","No","No","רומי היום אצל אבא שלה ","1","1","1","7","1","1","1","1"
"03/21/2025 07:15PM","03/21/2025 07:18PM","03/21/2025 05:00PM - 03/21/2025 11:00PM",173.639,"2","1","Finished","67dc65604a8aee02c015547c","0.0","0.0","no","-","10.100.102.16","Participant 43","1","No","Yes","7","1","1","2","5","2","5","2","1","7","לא התעצבן היום על משהו ","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","5","1","1"
"03/22/2025 06:46PM","03/22/2025 06:49PM","03/22/2025 05:00PM - 03/22/2025 11:00PM",161.569,"3","1","Finished","67dc65604a8aee02c015547c","0.0","0.0","no","-","10.100.102.16","Participant 43","1","No","Yes","7","1","1","7","7","2","4","5","1","7","היום לא עצבן אותו כלום","1","1","1","No","No","No","No","Yes","","1","2","1","7","1","2","1","1"
"03/23/2025 09:32PM","03/23/2025 09:35PM","03/23/2025 05:00PM - 03/23/2025 11:00PM",200.904,"4","1","Finished","67dc65604a8aee02c015547c","0.0","0.0","no","-","10.100.102.16","Participant 43","1","No","Yes","7","1","1","6","5","5","4","2","1","7","היינו בבריכה והוא הוריד את השרשרת שהוא ממש חיפש הרבה זמן להזמין ועכשיו הוא לא מוצא אותה","4","5","6","No","No","No","No","Yes","","1","2","1","7","5","1","1","1"
"03/24/2025 08:39PM","03/24/2025 08:42PM","03/24/2025 05:00PM - 03/24/2025 11:00PM",154.569,"5","1","Finished","67dc65604a8aee02c015547c","0.0","0.0","no","-","10.100.102.16","Participant 43","1","No","Yes","1","1","1","5","7","2","6","5","1","7","שלא הרשתי לו ללכת למשחק","5","5","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"03/25/2025 09:27PM","03/25/2025 09:31PM","03/25/2025 05:00PM - 03/25/2025 11:00PM",190.804,"6","1","Finished","67dc65604a8aee02c015547c","0.0","0.0","no","-","10.100.102.9","Participant 43","1","No","Yes","7","1","1","6","7","1","5","2","1","7","הקבוצה של ארבל הפסידה במשחק ליגה","5","5","1","No","No","No","No","Yes","","1","3","5","7","1","5","1","1"
"03/26/2025 07:21PM","03/26/2025 07:25PM","03/26/2025 05:00PM - 03/26/2025 11:00PM",241.526,"7","1","Finished","67dc65604a8aee02c015547c","0.0","0.0","no","-","10.100.102.22","Participant 43","1","No","Yes","7","1","4","6","5","5","5","5","5","7","אח שלו קרע לו משהו שהוא שמר","5","5","5","No","No","No","No","Yes","","1","5","1","7","5","5","1","1"
"03/27/2025 09:32PM","03/27/2025 09:35PM","03/27/2025 05:00PM - 03/27/2025 11:00PM",178.15,"8","1","Finished","67dc65604a8aee02c015547c","0.0","0.0","no","-","10.100.102.22","Participant 43","1","No","Yes","7","1","1","7","5","1","5","2","1","7","היום לא התעצבן בכלל","1","1","1","No","No","No","No","Yes","","1","2","1","7","1","2","1","1"
"03/25/2025 05:35PM","03/25/2025 05:42PM","03/25/2025 05:00PM - 03/25/2025 11:00PM",425.494,"2","1","Finished","67d84b8ec1ae9946c5b95113","0.0","0.0","no","-","10.0.0.9","Participant 44","1","No","Yes","7","1","1","3","1","1","1","2","1","7","היום עדיין כלום ","1","1","1","No","No","No","No","Yes","","3","1","1","7","1","1","1","1"
"03/26/2025 07:51PM","03/26/2025 07:54PM","03/26/2025 05:00PM - 03/26/2025 11:00PM",210.794,"3","1","Finished","67d84b8ec1ae9946c5b95113","0.0","0.0","no","-","2a06:c701:754d:f600:1825:334a:2dac:a57c","Participant 44","1","No","Yes","4","4","1","6","3","1","3","1","1","5"," שאחותו תפסה לו את המקום באוטו ","1","3","1","No","No","No","No","Yes","","2","2","1","7","1","3","1","1"
"03/27/2025 07:17PM","03/27/2025 07:20PM","03/27/2025 05:00PM - 03/27/2025 11:00PM",228.883,"4","1","Finished","67d84b8ec1ae9946c5b95113","0.0","0.0","no","-","2a06:c701:754d:f600:9fb:d2c0:e21c:b68a","Participant 44","1","No","Yes","7","1","1","1","1","1","1","3","1","7","לא  עיצבן","1","3","1","No","No","No","No","Yes","","2","4","1","7","1","2","1","1"
"03/28/2025 08:48PM","03/28/2025 08:53PM","03/28/2025 05:00PM - 03/28/2025 11:00PM",314.157,"5","1","Finished","67d84b8ec1ae9946c5b95113","0.0","0.0","no","-","2a06:c701:754d:f600:7996:f5d2:8a4:9bc9","Participant 44","1","No","Yes","3","4","4","1","4","1","2","1","4","7","שביקשתי שיעזור","4","5","3","No","No","No","No","No","התעצבן וצעק","3","3","2","4","2","2","1","1"
"03/30/2025 05:14PM","03/30/2025 05:22PM","03/30/2025 05:00PM - 03/30/2025 11:00PM",510.363,"7","1","Finished","67d84b8ec1ae9946c5b95113","0.0","0.0","no","-","2a06:c701:754d:f600:9550:b789:27ff:a82a","Participant 44","1","No","Yes","2","3","3","5","7","3","3","1","3","3","שביקשנו  שישמור על אחותו","1","4","1","Yes","No","No","No","No","","4","2","3","3","1","4","4","2"
"03/31/2025 08:38PM","03/31/2025 08:41PM","03/31/2025 05:00PM - 03/31/2025 11:00PM",171.054,"8","1","Finished","67d84b8ec1ae9946c5b95113","0.0","0.0","no","-","10.0.0.12","Participant 44","3","No","Yes","4","3","3","1","2","1","4","1","3","5"," התעצבן כי היה צריך לשמור על אחותו","5","5","1","No","No","No","No","Yes","","4","5","4","1","1","3","1","1"
"03/27/2025 05:21PM","03/27/2025 05:23PM","03/27/2025 05:00PM - 03/27/2025 11:00PM",121.46,"2","1","Finished","67d6b103c1ae9946c5a1552a",,,"no","-","10.100.102.140","Participant 45","1","No","Yes","5","1","1","1","5","1","5","2","1","5","לא עצבן אותה כלום","2","1","1","No","No","No","No","Yes","","1","1","2","5","1","1","1","1"
"03/28/2025 08:31PM","03/28/2025 08:32PM","03/28/2025 05:00PM - 03/28/2025 11:00PM",93.659,"3","1","Finished","67d6b103c1ae9946c5a1552a",,,"no","-","10.100.102.140","Participant 45","5","No","Yes","5","1","1","1","6","3","6","6","1","6","לא התעצבנה","1","1","1","No","No","No","No","Yes","","1","1","1","6","1","1","1","1"
"03/29/2025 05:05PM","03/29/2025 05:08PM","03/29/2025 05:00PM - 03/29/2025 11:00PM",140.123,"4","1","Finished","67d6b103c1ae9946c5a1552a",,,"no","-","10.146.231.171","Participant 45","7","No","Yes","6","1","1","3","6","7","6","6","1","6","המתנה בתור למקדונלדס (;","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"03/30/2025 05:44PM","03/30/2025 05:46PM","03/30/2025 05:00PM - 03/30/2025 11:00PM",124.029,"5","1","Finished","67d6b103c1ae9946c5a1552a",,,"no","-","10.100.102.140","Participant 45","1","No","Yes","4","1","1","2","4","6","6","2","1","5","מגן במתמטיקה, הלך חצי טוב","3","3","3","No","No","No","No","Yes","","1","1","1","3","5","1","5","5"
"03/31/2025 05:01PM","03/31/2025 05:03PM","03/31/2025 05:00PM - 03/31/2025 11:00PM",100.154,"6","1","Finished","67d6b103c1ae9946c5a1552a",,,"no","-","10.100.102.140","Participant 45","5","No","Yes","7","1","1","1","6","1","7","6","1","6","מבחן בערבית","2","5","5","No","No","No","No","Yes","","1","1","2","2","6","1","6","6"
"04/01/2025 07:09PM","04/01/2025 07:11PM","04/01/2025 05:00PM - 04/01/2025 11:00PM",109.64,"7","1","Finished","67d6b103c1ae9946c5a1552a",,,"no","-","10.100.102.140","Participant 45","5","No","Yes","5","1","1","1","5","1","5","5","1","5","אין","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"04/02/2025 06:58PM","04/02/2025 07:01PM","04/02/2025 05:00PM - 04/02/2025 11:00PM",146.477,"8","1","Finished","67d6b103c1ae9946c5a1552a",,,"no","-","10.100.102.140","Participant 45","3","No","Yes","7","1","1","3","6","3","7","5","1","6","בגרות בהיסטוריה","5","5","5","No","No","No","No","Yes","","1","1","5","3","5","1","6","5"
"03/28/2025 06:47PM","03/28/2025 06:50PM","03/28/2025 05:00PM - 03/28/2025 11:00PM",140.722,"2","1","Finished","67e569658cd70bc4d83b0f9a","0.0","0.0","no","-","10.100.102.11","Participant 46","4","No","Yes","5","1","1","5","6","6","4","5","1","5","היום היה רגוע","1","1","1","No","No","No","No","Yes","","2","1","1","6","1","1","1","2"
"03/29/2025 09:45PM","03/29/2025 09:50PM","03/29/2025 05:00PM - 03/29/2025 11:00PM",316.809,"3","1","Finished","67e569658cd70bc4d83b0f9a","0.0","0.0","no","-","10.100.102.11","Participant 46","5","No","Yes","4","1","2","5","6","7","6","5","2","4","דיברנו על מבחן מצטיינים באנגלית שהוא עומד להשתתף בו. הוא לא רוצה לעשות אותו ואומר שלא אוהב חשבון ויש לו עומס גם ככה. ","4","6","3","No","No","No","No","No","קם מהשולחן ולא רצה לחזור","4","3","3","4","4","3","5","4"
"03/30/2025 06:27PM","03/30/2025 06:31PM","03/30/2025 05:00PM - 03/30/2025 11:00PM",189.274,"4","1","Finished","67e569658cd70bc4d83b0f9a","0.0","0.0","no","-","10.100.102.11","Participant 46","4","No","Yes","4","1","3","6","5","6","4","3","1","5","שאלתי אותו הרבה שאלות כשחזר עייף ועצבני מבית הספר","2","3","1","No","No","No","No","No","בכה מעייפות ומתח","3","3","3","5","1","1","1","1"
"03/31/2025 09:35PM","03/31/2025 09:38PM","03/31/2025 05:00PM - 03/31/2025 11:00PM",212.129,"5","1","Finished","67e569658cd70bc4d83b0f9a","0.0","0.0","no","-","10.100.102.11","Participant 46","3","No","Yes","5","1","1","2","3","2","3","3","1","4","לא היה","1","1","1","No","No","No","No","Yes","","1","1","1","6","1","1","1","1"
"04/01/2025 08:31PM","04/01/2025 08:35PM","04/01/2025 05:00PM - 04/01/2025 11:00PM",245.515,"6","1","Finished","67e569658cd70bc4d83b0f9a","0.0","0.0","no","-","10.100.102.11","Participant 46","5","No","Yes","6","1","1","1","5","1","6","4","1","5","לא מצא את המדים של הכדורסל","2","4","1","No","No","No","No","Yes","","2","4","1","5","1","2","1","1"
"04/02/2025 09:36PM","04/02/2025 09:39PM","04/02/2025 05:00PM - 04/02/2025 11:00PM",188.303,"7","1","Finished","67e569658cd70bc4d83b0f9a","0.0","0.0","no","-","10.100.102.11","Participant 46","4","No","Yes","4","2","1","4","5","1","3","5","2","4","לא היה","1","1","1","No","No","No","No","Yes","","2","2","1","5","1","2","1","1"
"04/03/2025 09:49PM","04/03/2025 09:52PM","04/03/2025 05:00PM - 04/03/2025 11:00PM",211.437,"8","1","Finished","67e569658cd70bc4d83b0f9a","0.0","0.0","no","-","10.100.102.11","Participant 46","4","No","Yes","5","1","1","4","3","1","2","4","1","5","לא היה","1","1","1","No","No","No","No","Yes","","2","2","1","5","1","1","1","1"
"03/28/2025 06:25PM","03/28/2025 06:28PM","03/28/2025 05:00PM - 03/28/2025 11:00PM",196.307,"2","1","Finished","67e514edc80a48857d087ce5","0.0","0.0","no","-","10.100.102.36","Participant 47","1","No","Yes","6","1","1","1","4","1","1","1","1","4","עיצבן אותה שהפלטה של השיניים לא מתאימה ולא מסתדרת כמו שצריך","5","5","2","No","No","No","No","Yes","","2","1","4","6","1","1","1","5"
"03/29/2025 07:59PM","03/29/2025 08:04PM","03/29/2025 05:00PM - 03/29/2025 11:00PM",259.066,"3","1","Finished","67e514edc80a48857d087ce5","0.0","0.0","no","-","10.100.102.36","Participant 47","1","No","Yes","5","2","3","2","5","2","5","1","3","6","לא זכור לי כרגע","4","4","3","No","No","No","No","No","התפרץ קצת על אחותה","2","3","5","5","2","3","4","3"
"03/30/2025 07:41PM","03/30/2025 07:44PM","03/30/2025 05:00PM - 03/30/2025 11:00PM",142.215,"4","1","Finished","67e514edc80a48857d087ce5","0.0","0.0","no","-","2a02:14f:393:b006:281a:4f9c:7336:f249","Participant 47","1","No","Yes","5","3","2","5","6","3","5","6","3","6","לא זכור לי","4","4","2","No","No","No","No","Yes","","3","3","3","5","3","3","2","3"
"03/31/2025 05:01PM","03/31/2025 05:03PM","03/31/2025 05:00PM - 03/31/2025 11:00PM",128.332,"5","1","Finished","67e514edc80a48857d087ce5","0.0","0.0","no","-","10.100.102.36","Participant 47","1","No","Yes","5","5","1","5","6","1","5","7","1","6","שאין מידות נעליים בחנות","2","5","1","No","No","No","No","Yes","","3","3","3","6","2","2","1","2"
